Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Parent,Parent summary,Status Category
DAF44 - Verify Customer Delete form - Characters are not allowed,NNB-60,10059,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:07 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,14/Sep/23 6:13 PM,,0,Delete Account Form fields must not contain special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 12:34 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1218).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10018,,,The application displayed the expected error message for special characters in the Delete Account Form fields.,,,,,,,,,,,NNB-11,Delete Account,,,"An error message should be displayed, indicating that special characters are not allowed in the Delete Account Form fields.",,,,,0|i000d3:,,NNB Sprint 1,,,,,,,,,,Unit,"1. Open the Delete Account Form in the webpage.
2. Attempt to input special characters (e.g., @#$%) into any of the form fields.
3. Tab for next step.",Pass,,,,10010,Delete Account,Done
DAF43 - Verify Customer Delete form - Special character are not allowed,NNB-59,10058,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:06 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,14/Sep/23 6:13 PM,,0,Delete Account Form fields must not contain special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 12:37 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1219).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10019,,,The application displayed the expected error message for special characters in the Delete Account Form fields.,,,,,,,,,,,NNB-11,Delete Account,,,"An error message should be displayed, indicating that special characters are not allowed in the Delete Account Form fields.",,,,,0|i000cv:,,NNB Sprint 1,,,,,,,,,,Unit,"1. Open the Delete Account Form in the web.
2. Attempt to input special characters (e.g., @#$%) into any of the form fields.
3. Tab for next step.",Pass,,,,10010,Delete Account,Done
DAF42 - Verify Customer Delete form - Account No must not be blank,NNB-58,10057,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:06 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,14/Sep/23 6:13 PM,,0,Account Number field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 12:39 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1220).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10020,,,The application displayed the expected error message for the blank Account Number field.,,,,,,,,,,,NNB-11,Delete Account,,,"An error message should be displayed, indicating that the Account Number field is required.",,,,,0|i000cn:,,NNB Sprint 1,,,,,,,,,,Unit,"1. Open the Delete Account Form in the web.
2. Leave the Account Number field blank.
3. Tab for next step.",Pass,,,,10010,Delete Account,Done
CSF41 - Verify Customer Number of Transaction – Character are not allowed,NNB-57,10056,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:06 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,,,0,The Number of Transactions field must not contain characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 1:19 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230916-061915.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10079,,,The application did display the expected error message for characters in the Number of Transactions field.,,,,,,,,,,,NNB-4,Customized Statement,,,"An error message should be displayed, indicating that characters are not allowed in the Number of Transactions field.",,,,,0|i000cf:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Number of Transactions field.
3. Attempt to input characters (e.g., ""abc"") into the Number of Transactions field.
4. Tab for next step.",Pass,,,,10003,Customized Statement,Done
CSF40 - Verify Customer Number of Transaction  - Number of Transaction must not be blank,NNB-56,10055,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:06 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,,,0,Number of Transaction field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 1:18 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230916-061807.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10078,,,"The application did not display the expected error message for the blank Number of Transaction field. Instead, it proceed to the next step.",,,,,,,,,,,NNB-4,Customized Statement,,,"An error message should be displayed, indicating that the Number of Transaction field is required.",,,,,0|i000c7:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"1. Open the web.
2. Locate the Number of Transaction field.
3. Leave the Number of Transaction field blank.
4. Tab for next step.",Fail,,,,10003,Customized Statement,To Do
CSF39 - Verify Customer Number of Transaction – Special character are not allowed,NNB-55,10054,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:05 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,,,0,Number of Transaction field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,14/Sep/23 6:26 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1251).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10074,,,"Nothing show up, the application proceed with the procedure.",,,,,,,,,,,NNB-4,Customized Statement,,,"An error message should be displayed, indicating that the Number of Transaction field is required.",,,,,0|i000bz:,,NNB Sprint 1,NNB Sprint 2,NNB Sprint 3,,,,,,,,Unit,"1. Open web.
2. Locate the Number of Transaction field.
3. Leave the Number of Transaction field blank.
4. Tab for next step.",Fail,,,,10003,Customized Statement,To Do
CSF38 - Verify Customer Amount Lower Limit – Characters are not allowed,NNB-54,10053,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:05 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,16/Sep/23 1:15 PM,,0,Amount Lower Limit field must not contain characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 1:14 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230916-061408.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10077,,, error show up.,,,,,,,,,,ghx-label-7,NNB-4,Customized Statement,,,"An error message should be displayed, indicating that characters are not allowed in the Amount Lower Limit field.",,purple,,,0|i000br:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Amount Lower Limit field.
3. Attempt to input characters (e.g., ""abc"") into the Amount Lower Limit field.
4. Tab for next step.",Pass,,,,10003,Customized Statement,Done
CSF37 - Verify Customer Amount Lower Limit – Amount Lower Limit is required,NNB-53,10052,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:04 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,,,0,Amount Lower Limit field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 1:12 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230916-061237.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10076,,,The page did not show the expected error.,,,,,,,,,,,NNB-4,Customized Statement,,,An error message should be showing up indicating the error.,,,,,0|i000bj:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"1. Open the web.
2. Locate the Amount Lower Limit field.
3. Leave the Amount Lower Limit field blank.
4. Tab for next step.",Fail,,,,10003,Customized Statement,To Do
CSF36 - Verify Customer Amount Lower Limit – Special character are not allowed,NNB-52,10051,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:04 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,16/Sep/23 9:57 PM,,0,Amount Lower Limit field must not contain special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 9:29 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1257).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10086,,,The page showed the expected error message.,,,,,,,,,,,NNB-4,Customized Statement,,,"An error message should be displayed, indicating that special characters are not allowed in the Amount Lower Limit field.",,,,,0|i000bb:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Amount Lower Limit field.
3. Attempt to input special characters (e.g., @#$%) into the Amount Lower Limit field.
4. Tab for next step.",Pass,,,,10003,Customized Statement,Done
CSF35 - Verify Customer Account No - Special characters are not allowed,NNB-51,10050,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:04 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,14/Sep/23 6:16 PM,,0,Account Number field must not contain special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 4:50 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1227).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10047,,,An error message displayed as expected when input special characters.,,,,,,,,,,,NNB-4,Customized Statement,,,"An error message should be displayed, indicating that special characters are not allowed in the Account Number field.",,,,,0|i000b3:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Account Number field.
3. Attempt to input special characters (e.g., @#$%) into the Account Number field.
4. Tab for next step.",Pass,,,,10003,Customized Statement,Done
CSF34 - Verify Customer Account No - Characters are not allowed,NNB-50,10049,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:04 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,14/Sep/23 6:16 PM,,0,Account Number field must not contain characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 4:51 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1228).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10048,,,The page displayed error message as expected.,,,,,,,,,,,NNB-4,Customized Statement,,,"An error message should be displayed, indicating that characters are not allowed in the Account Number field.",,,,,0|i000av:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Account Number field.
3. Attempt to input characters (e.g., ""abc"") into the Account Number field.
4. Tab for next step.",Pass,,,,10003,Customized Statement,Done
CSF33 - Verify Customer Account No - Account Number must not be blank,NNB-49,10048,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:03 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,14/Sep/23 6:16 PM,,0,Account Number field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 4:53 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1229).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10049,,,The error message displayed as expected.,,,,,,,,,,,NNB-4,Customized Statement,,,"An error message should be displayed, indicating that the Account Number field is required.",,,,,0|i000an:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Account Number field.
3. Leave the Account Number field blank.
4. Tab for next step.",Pass,,,,10003,Customized Statement,Done
BE32 - Verify Customer Balance - Characters are not allowed,NNB-48,10047,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:03 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,16/Sep/23 9:57 PM,,0,The Account No field must not contain any characters; only specific input is allowed.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 9:57 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1263).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10092,,,The system showed the expected error message.,,,,,,,,,,,NNB-1,Balance Enquiry,,,"An error message should be displayed, indicating that characters are not allowed in the field.",,,,,0|i000af:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Account No field in question.
3. Attempt to input characters (e.g., ""abc123"") into the field.
4. Tab for next step.",Pass,,,,10000,Balance Enquiry,Done
BE31 - Verify Customer Balance - Special character are not allowed,NNB-47,10046,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:02 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,16/Sep/23 9:56 PM,,0,The Account No field must not contain any special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 9:56 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1262).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10091,,,The system showed the error message.,,,,,,,,,,,NNB-1,Balance Enquiry,,,"An error message should be displayed, indicating that special characters are not allowed in the Account No field.",,,,,0|i000a7:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Account No field in question.
3. Attempt to input special characters (e.g., @#$%) into the field.
4. Tab for next step.",Pass,,,,10000,Balance Enquiry,Done
BE30 - Verify Customer Balance - Account No must not be blank,NNB-46,10045,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:00 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,16/Sep/23 9:55 PM,,0,Account No field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 9:55 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1261).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10090,,,The system displayed the expected error message.,,,,,,,,,,,NNB-1,Balance Enquiry,,,"An error message should be displayed, indicating that the Account Number field is required.",,,,,0|i0009z:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Account No field.
3. Leave the Account No field blank.
4. Tab for next step.",Pass,,,,10000,Balance Enquiry,Done
NC29 - Verify Customer Email - First character can not have space,NNB-45,10044,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:00 PM,18/Sep/23 9:51 PM,26/Sep/23 8:22 AM,16/Sep/23 9:54 PM,,0,The Email field's first character must not be a space.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 9:54 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1260).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10089,,,No error message was found when testing the error.,,,,,,,,,,,NNB-6,New Customer,,,"An error message should be displayed, indicating that the Email address cannot start with a space.",,,,,0|i0009r:,,NNB Sprint 2,,,,,,,,,,Unit,"1. Open the web.
2. Locate the Email field.
3. Enter an email address that starts with a space, e.g., "" test@example.com.""
4. Tab for next step",Pass,,,,10005,New Customer,Done
